2	40,150375
4	26,837093
6	25,345364
8	24,704762
10	24,513283
12	23,809525
14	23,808521
16	23,59238
18	23,618596
20	23,604763
22	23,683961
24	23,633334
26	23,686967
28	23,569925
30	23,671179
